dbn,score,travel_time,geom
10X268,2.64,90.15,POINT (-73.8983089999999976 40.8702929999999967)
06M552,2.99,70.28333333333333,POINT (-73.9386420000000015 40.8381669999999986)
11X542,2.81,99.45,POINT (-73.8610060000000033 40.8596649999999997)
03M541,3.3,56.766666666666666,POINT (-73.9847529999999978 40.7743510000000029)
05M499,3.05,67.93333333333334,POINT (-73.9371199999999931 40.8243190000000027)
14K477,2.7,45.06666666666667,POINT (-73.9397220000000033 40.7121840000000006)
22K425,2.51,48.55,POINT (-73.9485119999999938 40.6099120000000013)
31R064,3.41,83.93333333333334,POINT (-74.1585890000000063 40.5813149999999965)
32K545,3.08,42.333333333333336,POINT (-73.9291070000000019 40.6945070000000015)
02M399,3.28,45.21666666666667,POINT (-73.9876589999999936 40.7354940000000028)
11X288,2.28,99.45,POINT (-73.8610060000000033 40.8596649999999997)
12X511,3.49,82.31666666666666,POINT (-73.8904579999999953 40.8359000000000023)
01M696,2.69,46.75,POINT (-73.9758910000000043 40.7190289999999990)
21K620,3.51,49.38333333333333,POINT (-73.9634769999999975 40.5825850000000017)
02M534,2.99,41.38333333333333,POINT (-73.9948579999999936 40.7365179999999967)
17K531,1.86,32.666666666666664,POINT (-73.9424580000000020 40.6588929999999991)
02M605,2.69,44.016666666666666,POINT (-74.0021359999999930 40.7428669999999968)
22K611,3.16,50.5,POINT (-73.9376960000000025 40.5941240000000008)
02M392,3.27,44.016666666666666,POINT (-74.0021359999999930 40.7428669999999968)
10X546,3.44,84.68333333333334,POINT (-73.9122559999999993 40.8771050000000002)
03M859,3.79,56.766666666666666,POINT (-73.9847529999999978 40.7743510000000029)
18K567,3.7,44.03333333333333,POINT (-73.9167350000000027 40.6332850000000008)
12X478,4.24,84.46666666666667,POINT (-73.8777850000000029 40.8314159999999973)
13K595,3.01,19.983333333333334,POINT (-73.9543019999999984 40.6853800000000021)
02M418,3.96,35.18333333333333,POINT (-74.0115559999999988 40.7044870000000003)
10X243,3.97,88.05,POINT (-73.8882669999999990 40.8600429999999974)
08X293,3.06,95.9,POINT (-73.8385449999999963 40.8407020000000003)
12X267,3.28,88.66666666666667,POINT (-73.9001049999999964 40.8277429999999981)
03M860,4.75,65.21666666666667,POINT (-73.9541420000000045 40.8022070000000028)
04M435,4.08,73.36666666666666,POINT (-73.9340279999999979 40.7938559999999981)
17K600,3.01,19.416666666666668,POINT (-73.9619619999999998 40.6695670000000007)
11X270,3.16,110.03333333333333,POINT (-73.8526939999999996 40.8878309999999985)
18K563,3.28,35.6,POINT (-73.9221710000000058 40.6486570000000000)
05M369,3.1,62.93333333333333,POINT (-73.9553250000000020 40.8152559999999980)
03M479,3.84,71.91666666666667,POINT (-73.9958019999999976 40.7614519999999985)
03M307,2.56,56.766666666666666,POINT (-73.9847529999999978 40.7743510000000029)
28Q284,2.74,56.416666666666664,POINT (-73.7871920000000046 40.6971899999999991)
10X264,3.83,132.76666666666668,POINT (-73.8827150000000046 40.8556979999999967)
25Q252,3.78,66.93333333333334,POINT (-73.8102159999999969 40.7244579999999985)
25Q241,3.74,79.76666666666667,POINT (-73.8278899999999965 40.7651660000000007)
02M408,2.53,50.266666666666666,POINT (-73.9880189999999942 40.7614480000000015)
28Q328,2.6,81.88333333333334,POINT (-73.7972369999999955 40.7132179999999977)
13K605,2.73,28.2,POINT (-73.9860149999999948 40.6949260000000024)
11X275,3.23,99.9,POINT (-73.8619699999999995 40.8759530000000026)
30Q450,2.99,60.9,POINT (-73.9328000000000003 40.7658259999999970)
02M298,1.71,36.93333333333333,POINT (-73.9930920000000043 40.7165529999999976)
19K764,3.07,40.733333333333334,POINT (-73.8683280000000053 40.6911460000000034)
02M580,2.5,37.833333333333336,POINT (-74.0129770000000065 40.7050240000000016)
12X388,2.98,85.01666666666667,POINT (-73.8789119999999997 40.8316009999999991)
08X452,4.58,89.03333333333333,POINT (-73.8561669999999992 40.8222900000000024)
01M539,3.26,49.38333333333333,POINT (-73.9793080000000032 40.7188950000000034)
02M427,4.31,47.63333333333333,POINT (-73.9812409999999971 40.7461759999999984)
28Q690,3.53,69.31666666666666,POINT (-73.7841439999999977 40.6862080000000006)
02M376,4.02,37.46666666666667,POINT (-74.0046250000000043 40.7244000000000028)
09X568,4.32,80.78333333333333,POINT (-73.9084270000000032 40.8485159999999965)
17K122,4.03,8.766666666666667,POINT (-73.9388430000000056 40.6756120000000010)
22K405,4.35,34.13333333333333,POINT (-73.9529289999999975 40.6332370000000012)
10X524,2.76,132.76666666666668,POINT (-73.8827150000000046 40.8556979999999967)
08X320,4.36,95.9,POINT (-73.8385449999999963 40.8407020000000003)
07X223,4.9,75.23333333333333,POINT (-73.9207820000000027 40.8139830000000003)
02M414,4.86,39.7,POINT (-74.0021980000000070 40.7421289999999985)
29Q327,3.58,64.03333333333333,POINT (-73.7789230000000060 40.6917120000000025)
24Q610,3.3,60.6,POINT (-73.9290759999999949 40.7435090000000031)
02M500,4.35,47.63333333333333,POINT (-73.9812409999999971 40.7461759999999984)
19K618,3.37,40.733333333333334,POINT (-73.8683280000000053 40.6911460000000034)
02M419,4.86,44.016666666666666,POINT (-74.0021359999999930 40.7428669999999968)
20K609,4.23,48.71666666666667,POINT (-73.9815279999999973 40.6348750000000010)
13K670,3.03,34.61666666666667,POINT (-73.9692430000000058 40.6953320000000005)
09X231,2.89,113.73333333333333,POINT (-73.8970499999999930 40.8449579999999983)
28Q325,2.97,81.88333333333334,POINT (-73.7972369999999955 40.7132179999999977)
10X438,3.31,88.05,POINT (-73.8882669999999990 40.8600429999999974)
11X265,3.28,99.9,POINT (-73.8619699999999995 40.8759530000000026)
19K659,3.8,40.733333333333334,POINT (-73.8683280000000053 40.6911460000000034)
15K464,2.96,43.96666666666667,POINT (-73.9792869999999994 40.6696290000000005)
28Q896,2.97,50.63333333333333,POINT (-73.8064119999999946 40.7075269999999989)
14K488,3.45,41.31666666666667,POINT (-73.9547539999999941 40.7150729999999967)
14K558,3.01,41.31666666666667,POINT (-73.9547539999999941 40.7150729999999967)
08X559,3.56,84.53333333333333,POINT (-73.9035460000000057 40.8216749999999990)
17K537,4.3,37.1,POINT (-73.9585500000000025 40.6497870000000034)
26Q415,3.2,86.81666666666666,POINT (-73.7559899999999971 40.7523330000000001)
19K409,3.57,37.766666666666666,POINT (-73.8869420000000048 40.6610719999999972)
04M610,3.62,67.96666666666667,POINT (-73.9474280000000022 40.7927409999999995)
10X225,2.98,87.9,POINT (-73.8967169999999953 40.8544929999999979)
12X682,3.93,85.75,POINT (-73.8862599999999929 40.8308699999999973)
24Q264,2.56,65.55,POINT (-73.9366349999999954 40.7450949999999992)
13K483,3.07,29.25,POINT (-73.9888530000000060 40.6946820000000002)
29Q498,4.19,84.13333333333334,POINT (-73.7457279999999997 40.6978190000000026)
09X413,3.54,76.01666666666667,POINT (-73.9109100000000012 40.8404219999999967)
03M402,4.89,60.21666666666667,POINT (-73.9746140000000025 40.7858030000000014)
27Q480,4.17,45.31666666666667,POINT (-73.8372980000000041 40.6796390000000017)
02M489,2.05,38.68333333333333,POINT (-74.0120220000000018 40.7091959999999986)
02M300,3.08,69.61666666666666,POINT (-73.9929530000000000 40.7651839999999979)
30Q258,3.35,66.45,POINT (-73.9326640000000026 40.7570649999999972)
11X509,2.57,99.45,POINT (-73.8610060000000033 40.8596649999999997)
07X221,3.46,75.23333333333333,POINT (-73.9207820000000027 40.8139830000000003)
22K555,2.28,40.88333333333333,POINT (-73.9717360000000070 40.6494039999999970)
21K344,2.42,53.68333333333333,POINT (-73.9731320000000068 40.5825329999999980)
04M680,3.18,66.3,POINT (-73.9465579999999960 40.7918809999999965)
02M600,3.49,45.13333333333333,POINT (-73.9960739999999930 40.7451560000000015)
24Q530,4.02,63.5,POINT (-73.9336399999999969 40.7444119999999970)
02M519,4.58,61.21666666666667,POINT (-73.9600590000000011 40.7653589999999966)
02M507,4.13,52.86666666666667,POINT (-73.9905930000000041 40.7633700000000019)
10X141,3.97,98.51666666666667,POINT (-73.9134860000000060 40.8883379999999974)
02M400,2.8,54.766666666666666,POINT (-73.9875310000000042 40.7677910000000026)
08X348,3.83,95.9,POINT (-73.8385449999999963 40.8407020000000003)
31R047,3.55,83.93333333333334,POINT (-74.1585890000000063 40.5813149999999965)
14K586,3.82,46.21666666666667,POINT (-73.9436409999999995 40.7099410000000006)
13K430,2.76,31.183333333333334,POINT (-73.9769050000000021 40.6888339999999999)
09X297,3.45,86.56666666666666,POINT (-73.9044729999999959 40.8276419999999973)
17K745,2.77,32.666666666666664,POINT (-73.9424580000000020 40.6588929999999991)
24Q485,2.74,52.9,POINT (-73.9088140000000067 40.7110330000000005)
20K505,4.64,55.4,POINT (-73.9817950000000053 40.6204460000000012)
29Q248,3.21,88.0,POINT (-73.7568389999999994 40.6682350000000028)
07X551,2.84,75.6,POINT (-73.9253130000000027 40.8136409999999970)
14K610,2.67,51.86666666666667,POINT (-73.9532810000000040 40.7219809999999995)
08X405,2.93,95.9,POINT (-73.8385449999999963 40.8407020000000003)
19K422,3.58,73.36666666666666,POINT (-73.8747560000000050 40.6574590000000029)
30Q575,4.38,54.06666666666667,POINT (-73.9374339999999961 40.7513310000000004)
27Q309,4.31,63.06666666666667,POINT (-73.7627949999999970 40.6020099999999999)
10X440,3.02,93.4,POINT (-73.8869100000000003 40.8821780000000032)
27Q334,3.31,66.76666666666667,POINT (-73.8294070000000033 40.6930059999999969)
01M450,3.94,45.96666666666667,POINT (-73.9825550000000050 40.7295889999999972)
13K527,3.1,29.25,POINT (-73.9888530000000060 40.6946820000000002)
02M316,3.81,36.333333333333336,POINT (-74.0133019999999959 40.7056800000000010)
10X442,3.74,90.15,POINT (-73.8983089999999976 40.8702929999999967)
24Q296,3.04,65.8,POINT (-73.8706420000000037 40.7437299999999993)
02M296,2.21,69.61666666666666,POINT (-73.9929530000000000 40.7651839999999979)
09X517,2.95,89.1,POINT (-73.9044899999999956 40.8335110000000014)
03M494,2.45,56.766666666666666,POINT (-73.9847529999999978 40.7743510000000029)
30Q555,3.17,54.05,POINT (-73.9374449999999968 40.7513560000000012)
11X418,2.88,107.78333333333333,POINT (-73.8650360000000035 40.8514049999999997)
29Q283,3.1,88.0,POINT (-73.7568389999999994 40.6682350000000028)
13K412,3.24,29.516666666666666,POINT (-73.9587939999999975 40.6926419999999993)
32K554,4.74,51.68333333333333,POINT (-73.9131710000000055 40.6973699999999994)
07X670,3.28,72.9,POINT (-73.9303859999999986 40.8159380000000027)
02M374,3.1,45.21666666666667,POINT (-73.9876589999999936 40.7354940000000028)
15K656,3.4,30.6,POINT (-73.9802700000000044 40.6835590000000025)
24Q550,2.77,127.9,POINT (-73.8531779999999998 40.7374269999999967)
23K697,3.14,40.983333333333334,POINT (-73.9117049999999978 40.6658779999999993)
13K674,2.99,28.2,POINT (-73.9860149999999948 40.6949260000000024)
02M432,3.63,47.63333333333333,POINT (-73.9812409999999971 40.7461759999999984)
02M542,3.46,69.61666666666666,POINT (-73.9929530000000000 40.7651839999999979)
02M288,2.95,69.61666666666666,POINT (-73.9929530000000000 40.7651839999999979)
18K642,3.66,46.53333333333333,POINT (-73.8982539999999943 40.6414740000000023)
03M492,3.39,56.766666666666666,POINT (-73.9847529999999978 40.7743510000000029)
08X376,3.28,89.03333333333333,POINT (-73.8561669999999992 40.8222900000000024)
02M139,3.96,52.86666666666667,POINT (-73.9905930000000041 40.7633700000000019)
09X329,3.39,76.01666666666667,POINT (-73.9109100000000012 40.8404219999999967)
24Q600,3.26,61.1,POINT (-73.9282189999999986 40.7422049999999984)
02M543,2.8,39.71666666666667,POINT (-73.9893370000000061 40.7167779999999979)
18K569,3.51,35.6,POINT (-73.9221710000000058 40.6486570000000000)
02M475,3.03,38.95,POINT (-74.0137480000000068 40.7175900000000013)
31R455,4.34,122.83333333333333,POINT (-74.1920319999999975 40.5280920000000009)
08X530,3.22,75.7,POINT (-73.8982120000000009 40.8175120000000007)
11X544,4.14,99.9,POINT (-73.8619699999999995 40.8759530000000026)
10X284,2.91,84.68333333333334,POINT (-73.9122559999999993 40.8771050000000002)
02M308,3.03,39.71666666666667,POINT (-73.9893370000000061 40.7167779999999979)
13K499,3.96,29.883333333333333,POINT (-73.9621049999999940 40.6784880000000015)
11X299,2.94,99.45,POINT (-73.8610060000000033 40.8596649999999997)
27Q314,2.73,53.6,POINT (-73.8169379999999933 40.6757709999999975)
12X479,3.25,88.66666666666667,POINT (-73.9001049999999964 40.8277429999999981)
26Q435,3.11,72.51666666666667,POINT (-73.7387559999999951 40.7330660000000009)
02M260,3.97,41.95,POINT (-73.9927249999999930 40.7365179999999967)
02M449,2.68,61.21666666666667,POINT (-73.9600590000000011 40.7653589999999966)
12X271,3.48,78.03333333333333,POINT (-73.8883610000000033 40.8363560000000021)
29Q265,3.96,88.0,POINT (-73.7568389999999994 40.6682350000000028)
09X525,3.19,90.33333333333333,POINT (-73.9032360000000068 40.8435879999999969)
10X434,2.96,88.05,POINT (-73.8882669999999990 40.8600429999999974)
12X242,2.66,84.46666666666667,POINT (-73.8777850000000029 40.8314159999999973)
14K478,3.28,45.06666666666667,POINT (-73.9397220000000033 40.7121840000000006)
28Q686,2.84,50.916666666666664,POINT (-73.8566979999999944 40.7113670000000027)
06M346,3.34,74.11666666666666,POINT (-73.9420719999999960 40.8336869999999976)
27Q262,2.64,59.6,POINT (-73.8226240000000047 40.5860660000000024)
10X433,3.61,90.15,POINT (-73.8983089999999976 40.8702929999999967)
18K629,2.89,35.6,POINT (-73.9221710000000058 40.6486570000000000)
06M211,3.26,77.38333333333334,POINT (-73.9248350000000016 40.8660530000000008)
17K590,3.32,21.766666666666666,POINT (-73.9511669999999981 40.6671949999999995)
14K685,3.47,37.766666666666666,POINT (-73.9556110000000047 40.7058979999999977)
10X445,3.49,90.3,POINT (-73.8910400000000038 40.8775899999999979)
09X252,3.09,98.06666666666666,POINT (-73.9013159999999942 40.8392440000000008)
20K485,3.83,50.166666666666664,POINT (-74.0238489999999985 40.6372819999999990)
32K168,2.84,43.56666666666667,POINT (-73.9107910000000032 40.6969700000000003)
02M615,3.1,37.46666666666667,POINT (-74.0046250000000043 40.7244000000000028)
09X412,4.44,76.01666666666667,POINT (-73.9109100000000012 40.8404219999999967)
02M305,2.44,39.71666666666667,POINT (-73.9893370000000061 40.7167779999999979)
17K548,2.88,18.65,POINT (-73.9616950000000060 40.6703490000000016)
19K660,2.56,27.516666666666666,POINT (-73.8964299999999952 40.6741349999999997)
03M299,3.2,56.766666666666666,POINT (-73.9847529999999978 40.7743510000000029)
06M462,4.2,71.53333333333333,POINT (-73.9270510000000058 40.8559539999999970)
24Q520,2.92,63.5,POINT (-73.9336399999999969 40.7444119999999970)
11X253,3.19,99.9,POINT (-73.8619699999999995 40.8759530000000026)
01M292,3.1,44.05,POINT (-73.9863359999999943 40.7136840000000007)
10X342,3.95,90.15,POINT (-73.8983089999999976 40.8702929999999967)
14K071,2.81,43.833333333333336,POINT (-73.9531460000000038 40.7036239999999978)
26Q315,3.21,72.51666666666667,POINT (-73.7387559999999951 40.7330660000000009)
10X439,3.67,88.05,POINT (-73.8882669999999990 40.8600429999999974)
02M416,3.13,59.233333333333334,POINT (-73.9536080000000027 40.7701870000000000)
27Q324,4.31,59.6,POINT (-73.8226240000000047 40.5860660000000024)
19K510,4.11,32.083333333333336,POINT (-73.8947469999999953 40.6674560000000014)
13K594,3.75,29.883333333333333,POINT (-73.9621049999999940 40.6784880000000015)
07X259,3.37,77.41666666666667,POINT (-73.9070150000000012 40.8108029999999999)
15K519,3.13,30.116666666666667,POINT (-73.9909930000000031 40.6845240000000032)
02M520,3.26,36.516666666666666,POINT (-74.0008509999999973 40.7114419999999981)
09X263,2.76,98.06666666666666,POINT (-73.9013159999999942 40.8392440000000008)
13K419,2.91,39.46666666666667,POINT (-73.9850160000000017 40.6973389999999995)
21K525,4.46,48.016666666666666,POINT (-73.9592849999999942 40.6205250000000007)
30Q286,3.61,62.8,POINT (-73.9245910000000066 40.7712149999999980)
08X349,4.19,95.9,POINT (-73.8385449999999963 40.8407020000000003)
02M529,4.66,49.8,POINT (-73.9830780000000061 40.7577289999999977)
23K644,4.68,41.8,POINT (-73.9158429999999953 40.6778049999999993)
16K455,3.03,20.266666666666666,POINT (-73.9324069999999978 40.6794399999999996)
28Q310,2.5,81.88333333333334,POINT (-73.7972369999999955 40.7132179999999977)
17K382,3.8,37.1,POINT (-73.9585500000000025 40.6497870000000034)
30Q580,4.02,63.68333333333333,POINT (-73.9271690000000063 40.7553660000000022)
25Q263,4.07,87.3,POINT (-73.8205480000000023 40.7598440000000011)
08X561,4.11,89.03333333333333,POINT (-73.8561669999999992 40.8222900000000024)
02M551,4.47,43.96666666666667,POINT (-74.0116309999999942 40.7016950000000008)
21K690,3.18,55.916666666666664,POINT (-73.9944040000000030 40.6048789999999968)
30Q501,4.5,61.266666666666666,POINT (-73.9251210000000043 40.7565340000000020)
11X513,3.21,110.03333333333333,POINT (-73.8526939999999996 40.8878309999999985)
02M438,4.71,45.21666666666667,POINT (-73.9876589999999936 40.7354940000000028)
10X374,3.99,88.05,POINT (-73.8882669999999990 40.8600429999999974)
24Q293,2.94,65.8,POINT (-73.8706420000000037 40.7437299999999993)
31R460,4.22,87.6,POINT (-74.1242270000000048 40.5968030000000013)
14K474,4.16,45.06666666666667,POINT (-73.9397220000000033 40.7121840000000006)
15K462,2.98,43.96666666666667,POINT (-73.9792869999999994 40.6696290000000005)
10X696,2.61,93.46666666666667,POINT (-73.8953819999999979 40.8739380000000025)
30Q301,4.9,118.88333333333334,POINT (-73.9591960000000057 40.7429559999999995)
02M422,3.39,44.016666666666666,POINT (-74.0021359999999930 40.7428669999999968)
10X353,3.51,93.4,POINT (-73.8869100000000003 40.8821780000000032)
17K543,3.44,37.1,POINT (-73.9585500000000025 40.6497870000000034)
08X269,3.63,79.38333333333334,POINT (-73.8931280000000044 40.8205790000000022)
29Q313,2.72,84.13333333333334,POINT (-73.7457279999999997 40.6978190000000026)
12X684,4.31,88.08333333333333,POINT (-73.8753659999999996 40.8417940000000002)
19K583,3.26,40.733333333333334,POINT (-73.8683280000000053 40.6911460000000034)
08X432,2.04,89.03333333333333,POINT (-73.8561669999999992 40.8222900000000024)
25Q525,3.98,69.0,POINT (-73.8213920000000030 40.7343899999999977)
02M393,4.07,52.86666666666667,POINT (-73.9905930000000041 40.7633700000000019)
03M403,4.32,60.21666666666667,POINT (-73.9746140000000025 40.7858030000000014)
14K454,2.38,46.21666666666667,POINT (-73.9436409999999995 40.7099410000000006)
