name,mean_income,tract
"Census Tract 16, Bronx County, New York",39319.79695431472,2001600
"Census Tract 19, Bronx County, New York",47887.214137214134,2001900
"Census Tract 20, Bronx County, New York",30889.29521276596,2002000
"Census Tract 23, Bronx County, New York",25131.377551020407,2002300
"Census Tract 24, Bronx County, New York",250000.0,2002400
"Census Tract 25, Bronx County, New York",33628.23335167859,2002500
"Census Tract 27.01, Bronx County, New York",25429.832713754648,2002701
"Census Tract 27.02, Bronx County, New York",29028.551532033427,2002702
"Census Tract 28, Bronx County, New York",56893.559180259304,2002800
"Census Tract 31, Bronx County, New York",49664.57960644007,2003100
"Census Tract 33, Bronx County, New York",31206.67793744717,2003300
"Census Tract 35, Bronx County, New York",37164.06829992576,2003500
"Census Tract 37, Bronx County, New York",27000.0,2003700
"Census Tract 38, Bronx County, New York",57604.166666666664,2003800
"Census Tract 39, Bronx County, New York",44760.84683742812,2003900
"Census Tract 40.01, Bronx County, New York",59179.8418972332,2004001
"Census Tract 41, Bronx County, New York",27503.65141187926,2004100
"Census Tract 42, Bronx County, New York",34415.029112081516,2004200
"Census Tract 43, Bronx County, New York",33258.317025440316,2004300
"Census Tract 44, Bronx County, New York",29018.34862385321,2004400
"Census Tract 46, Bronx County, New York",47919.05444126074,2004600
"Census Tract 48, Bronx County, New York",40606.17469879518,2004800
"Census Tract 50.01, Bronx County, New York",43053.9950062422,2005001
"Census Tract 50.02, Bronx County, New York",36698.92473118279,2005002
"Census Tract 51, Bronx County, New York",28578.629032258064,2005100
"Census Tract 52, Bronx County, New York",40039.0625,2005200
"Census Tract 53, Bronx County, New York",23804.713804713803,2005300
"Census Tract 54, Bronx County, New York",44878.36290784201,2005400
"Census Tract 56, Bronx County, New York",33686.67400881057,2005600
"Census Tract 59.02, Bronx County, New York",48869.767441860466,2005902
"Census Tract 60, Bronx County, New York",48397.05882352941,2006000
"Census Tract 61, Bronx County, New York",48549.425287356324,2006100
"Census Tract 62, Bronx County, New York",34248.54288093255,2006200
"Census Tract 63, Bronx County, New York",43342.84937466014,2006300
"Census Tract 64, Bronx County, New York",36304.51713395639,2006400
"Census Tract 65, Bronx County, New York",31218.214841722885,2006500
"Census Tract 67, Bronx County, New York",34754.52196382429,2006700
"Census Tract 68, Bronx County, New York",54372.479838709674,2006800
"Census Tract 69, Bronx County, New York",43011.773642233195,2006900
"Census Tract 70, Bronx County, New York",50723.73254959589,2007000
"Census Tract 71, Bronx County, New York",51112.579281183935,2007100
"Census Tract 72, Bronx County, New York",47668.720657276994,2007200
"Census Tract 73, Bronx County, New York",27628.5930408472,2007300
"Census Tract 74, Bronx County, New York",54342.01012292119,2007400
"Census Tract 75, Bronx County, New York",36509.4552003602,2007500
"Census Tract 76, Bronx County, New York",42758.45864661654,2007600
"Census Tract 77, Bronx County, New York",43990.46104928458,2007700
"Census Tract 78, Bronx County, New York",49324.662331165586,2007800
"Census Tract 79, Bronx County, New York",34954.208460532056,2007900
"Census Tract 83, Bronx County, New York",40879.71698113208,2008300
"Census Tract 84, Bronx County, New York",78800.41724617525,2008400
"Census Tract 85, Bronx County, New York",36030.954879328434,2008500
"Census Tract 86, Bronx County, New York",34755.003450655626,2008600
"Census Tract 87, Bronx County, New York",37544.8717948718,2008700
"Census Tract 89, Bronx County, New York",34232.75862068965,2008900
"Census Tract 90, Bronx County, New York",47681.74133558749,2009000
"Census Tract 92, Bronx County, New York",57921.05263157895,2009200
"Census Tract 93, Bronx County, New York",37755.25525525526,2009300
"Census Tract 96, Bronx County, New York",56636.54618473895,2009600
"Census Tract 98, Bronx County, New York",73495.7264957265,2009800
"Census Tract 110, Bronx County, New York",85982.14285714286,2011000
"Census Tract 115.02, Bronx County, New York",33728.13688212928,2011502
"Census Tract 117, Bronx County, New York",40017.79359430605,2011700
"Census Tract 118, Bronx County, New York",91427.85234899328,2011800
"Census Tract 119, Bronx County, New York",29000.0,2011900
"Census Tract 121.01, Bronx County, New York",34422.857142857145,2012101
"Census Tract 121.02, Bronx County, New York",24256.360078277885,2012102
"Census Tract 123, Bronx County, New York",37675.64802182811,2012300
"Census Tract 125, Bronx County, New York",44989.27038626609,2012500
"Census Tract 127.01, Bronx County, New York",30605.54803788904,2012701
"Census Tract 129.01, Bronx County, New York",26405.706332637437,2012901
"Census Tract 130, Bronx County, New York",93897.51552795031,2013000
"Census Tract 131, Bronx County, New York",39144.130301167796,2013100
"Census Tract 132, Bronx County, New York",109448.63432531594,2013200
"Census Tract 133, Bronx County, New York",36075.555555555555,2013300
"Census Tract 135, Bronx County, New York",42649.36519790889,2013500
"Census Tract 138, Bronx County, New York",84276.4857881137,2013800
"Census Tract 141, Bronx County, New York",43362.27689339122,2014100
"Census Tract 143, Bronx County, New York",22489.473684210527,2014300
"Census Tract 144, Bronx County, New York",45241.93548387097,2014400
"Census Tract 145, Bronx County, New York",31903.87153541575,2014500
"Census Tract 147.01, Bronx County, New York",26052.104208416833,2014701
"Census Tract 147.02, Bronx County, New York",26890.577507598784,2014702
"Census Tract 149, Bronx County, New York",35987.69651401231,2014900
"Census Tract 151, Bronx County, New York",46520.7972270364,2015100
"Census Tract 152, Bronx County, New York",83033.70786516854,2015200
"Census Tract 153, Bronx County, New York",37848.763474952444,2015300
"Census Tract 155, Bronx County, New York",28145.233812949642,2015500
"Census Tract 157, Bronx County, New York",44928.955453149,2015700
"Census Tract 158, Bronx County, New York",83687.5,2015800
"Census Tract 159, Bronx County, New York",26018.957345971565,2015900
"Census Tract 160, Bronx County, New York",90290.58441558441,2016000
"Census Tract 161, Bronx County, New York",27854.26267281106,2016100
"Census Tract 162, Bronx County, New York",82576.30161579892,2016200
"Census Tract 163, Bronx County, New York",0.0,2016300
"Census Tract 164, Bronx County, New York",82049.27884615384,2016400
"Census Tract 165, Bronx County, New York",33573.44632768362,2016500
"Census Tract 166, Bronx County, New York",88809.05511811023,2016600
"Census Tract 167, Bronx County, New York",29967.49729144095,2016700
"Census Tract 169, Bronx County, New York",34817.708333333336,2016900
"Census Tract 171, Bronx County, New York",0.0,2017100
"Census Tract 173, Bronx County, New York",30271.25,2017300
"Census Tract 175, Bronx County, New York",35984.083850931675,2017500
"Census Tract 177.01, Bronx County, New York",45885.6783919598,2017701
"Census Tract 177.02, Bronx County, New York",43834.44917833232,2017702
"Census Tract 179.01, Bronx County, New York",37689.85507246377,2017901
"Census Tract 179.02, Bronx County, New York",30919.051878354203,2017902
"Census Tract 181.01, Bronx County, New York",35517.32673267327,2018101
"Census Tract 181.02, Bronx County, New York",47890.92055485498,2018102
"Census Tract 183.01, Bronx County, New York",46051.829268292684,2018301
"Census Tract 183.02, Bronx County, New York",42034.564021995284,2018302
"Census Tract 184, Bronx County, New York",75578.81773399014,2018400
"Census Tract 185, Bronx County, New York",35048.906789413115,2018500
"Census Tract 189, Bronx County, New York",35886.87392055268,2018900
"Census Tract 193, Bronx County, New York",31163.58325219085,2019300
"Census Tract 194, Bronx County, New York",66373.28767123287,2019400
"Census Tract 195, Bronx County, New York",38721.13997113997,2019500
"Census Tract 197, Bronx County, New York",37891.08023307934,2019700
"Census Tract 199, Bronx County, New York",49959.239130434784,2019900
"Census Tract 200, Bronx County, New York",58844.86232370719,2020000
"Census Tract 201, Bronx County, New York",42484.70948012232,2020100
"Census Tract 202, Bronx County, New York",46157.46180963572,2020200
"Census Tract 204, Bronx County, New York",55270.79303675048,2020400
"Census Tract 205.01, Bronx County, New York",37712.55426917511,2020501
"Census Tract 205.02, Bronx County, New York",35133.101851851854,2020502
"Census Tract 206.01, Bronx County, New York",63120.748299319726,2020601
"Census Tract 209, Bronx County, New York",39037.47597693786,2020900
"Census Tract 210.01, Bronx County, New York",58850.507416081186,2021001
"Census Tract 210.02, Bronx County, New York",62911.31105398457,2021002
"Census Tract 211, Bronx County, New York",34252.6491912995,2021100
"Census Tract 212, Bronx County, New York",61548.5594795539,2021200
"Census Tract 213.01, Bronx County, New York",39961.7903930131,2021301
"Census Tract 213.02, Bronx County, New York",38275.18427518428,2021302
"Census Tract 215.01, Bronx County, New York",40453.226976069614,2021501
"Census Tract 215.02, Bronx County, New York",30472.532588454374,2021502
"Census Tract 216.01, Bronx County, New York",37089.575530586764,2021601
"Census Tract 216.02, Bronx County, New York",50140.83059210526,2021602
"Census Tract 217, Bronx County, New York",37699.882422104645,2021700
"Census Tract 218, Bronx County, New York",48630.69647463457,2021800
"Census Tract 219, Bronx County, New York",40497.48110831234,2021900
"Census Tract 220, Bronx County, New York",36059.063136456214,2022000
"Census Tract 221.01, Bronx County, New York",38558.01335559265,2022101
"Census Tract 221.02, Bronx County, New York",30234.939759036144,2022102
"Census Tract 222, Bronx County, New York",52528.260869565216,2022200
"Census Tract 223, Bronx County, New York",33519.6292257361,2022300
"Census Tract 224.01, Bronx County, New York",53083.18661971831,2022401
"Census Tract 224.03, Bronx County, New York",55154.483798040696,2022403
"Census Tract 224.04, Bronx County, New York",53462.828395751814,2022404
"Census Tract 225, Bronx County, New York",39231.583403895005,2022500
"Census Tract 227.01, Bronx County, New York",38618.63488624052,2022701
"Census Tract 227.02, Bronx County, New York",34149.022801302934,2022702
"Census Tract 227.03, Bronx County, New York",54500.838926174496,2022703
"Census Tract 228, Bronx County, New York",59610.62132661629,2022800
"Census Tract 229.01, Bronx County, New York",38708.42572062084,2022901
"Census Tract 229.02, Bronx County, New York",35907.202216066486,2022902
"Census Tract 230, Bronx County, New York",53738.19517313746,2023000
"Census Tract 231, Bronx County, New York",32359.30735930736,2023100
"Census Tract 232, Bronx County, New York",61579.42238267148,2023200
"Census Tract 233.01, Bronx County, New York",28752.433484750163,2023301
"Census Tract 233.02, Bronx County, New York",36035.01544799176,2023302
"Census Tract 235.01, Bronx County, New York",33977.06834532374,2023501
"Census Tract 235.02, Bronx County, New York",31165.4697785757,2023502
"Census Tract 236, Bronx County, New York",51035.71428571428,2023600
"Census Tract 237.02, Bronx County, New York",47611.275964391694,2023702
"Census Tract 237.03, Bronx County, New York",43862.40703177823,2023703
"Census Tract 237.04, Bronx County, New York",32885.43897216274,2023704
"Census Tract 238, Bronx County, New York",53653.846153846156,2023800
"Census Tract 239, Bronx County, New York",35614.911606456575,2023900
"Census Tract 240, Bronx County, New York",45614.75409836065,2024000
"Census Tract 241, Bronx County, New York",35099.27293064877,2024100
"Census Tract 243, Bronx County, New York",29187.211093990754,2024300
"Census Tract 244, Bronx County, New York",69639.69658659924,2024400
"Census Tract 245.01, Bronx County, New York",33400.38314176245,2024501
"Census Tract 245.02, Bronx County, New York",35303.480475382006,2024502
"Census Tract 246, Bronx County, New York",91030.99730458221,2024600
"Census Tract 247, Bronx County, New York",46309.84042553192,2024700
"Census Tract 248, Bronx County, New York",78568.00348735832,2024800
"Census Tract 249, Bronx County, New York",0.0,2024900
"Census Tract 250, Bronx County, New York",88587.39837398374,2025000
"Census Tract 251, Bronx County, New York",38783.03198887344,2025100
"Census Tract 252, Bronx County, New York",75337.23522853958,2025200
"Census Tract 253, Bronx County, New York",40489.465570400826,2025300
"Census Tract 254, Bronx County, New York",64607.190412782955,2025400
"Census Tract 255, Bronx County, New York",35909.98685939553,2025500
"Census Tract 256, Bronx County, New York",54255.070202808114,2025600
"Census Tract 257, Bronx County, New York",42730.31203566122,2025700
"Census Tract 261, Bronx County, New York",81987.89101917256,2026100
"Census Tract 263, Bronx County, New York",37641.63979732842,2026300
