name,median_income,tract
"Census Tract 154, New York County, New York",87500.0,1015400
"Census Tract 155, New York County, New York",112500.0,1015500
"Census Tract 156.01, New York County, New York",87500.0,1015601
"Census Tract 156.02, New York County, New York",55000.0,1015602
"Census Tract 157, New York County, New York",137500.0,1015700
"Census Tract 158.01, New York County, New York",137500.0,1015801
"Census Tract 158.02, New York County, New York",87500.0,1015802
"Census Tract 159, New York County, New York",112500.0,1015900
"Census Tract 160.01, New York County, New York",250000.0,1016001
"Census Tract 160.02, New York County, New York",87500.0,1016002
"Census Tract 161, New York County, New York",112500.0,1016100
"Census Tract 162, New York County, New York",27500.0,1016200
"Census Tract 163, New York County, New York",112500.0,1016300
"Census Tract 164, New York County, New York",32500.0,1016400
"Census Tract 165, New York County, New York",137500.0,1016500
"Census Tract 166, New York County, New York",37500.0,1016600
"Census Tract 167, New York County, New York",137500.0,1016700
"Census Tract 168, New York County, New York",32500.0,1016800
"Census Tract 169, New York County, New York",112500.0,1016900
"Census Tract 170, New York County, New York",32500.0,1017000
"Census Tract 171, New York County, New York",112500.0,1017100
"Census Tract 172, New York County, New York",37500.0,1017200
"Census Tract 173, New York County, New York",137500.0,1017300
"Census Tract 174.01, New York County, New York",22500.0,1017401
"Census Tract 174.02, New York County, New York",32500.0,1017402
"Census Tract 175, New York County, New York",137500.0,1017500
"Census Tract 177, New York County, New York",87500.0,1017700
"Census Tract 178, New York County, New York",42500.0,1017800
"Census Tract 179, New York County, New York",87500.0,1017900
"Census Tract 180, New York County, New York",32500.0,1018000
"Census Tract 181, New York County, New York",67500.0,1018100
"Census Tract 182, New York County, New York",17500.0,1018200
"Census Tract 183, New York County, New York",112500.0,1018300
"Census Tract 184, New York County, New York",27500.0,1018400
"Census Tract 185, New York County, New York",112500.0,1018500
"Census Tract 186, New York County, New York",32500.0,1018600
"Census Tract 187, New York County, New York",112500.0,1018700
"Census Tract 188, New York County, New York",32500.0,1018800
"Census Tract 189, New York County, New York",27500.0,1018900
"Census Tract 190, New York County, New York",67500.0,1019000
"Census Tract 191, New York County, New York",87500.0,1019100
"Census Tract 192, New York County, New York",17500.0,1019200
"Census Tract 193, New York County, New York",37500.0,1019300
"Census Tract 194, New York County, New York",22500.0,1019400
"Census Tract 195, New York County, New York",112500.0,1019500
"Census Tract 196, New York County, New York",22500.0,1019600
"Census Tract 197.01, New York County, New York",67500.0,1019701
"Census Tract 197.02, New York County, New York",55000.0,1019702
"Census Tract 198, New York County, New York",87500.0,1019800
"Census Tract 199, New York County, New York",87500.0,1019900
"Census Tract 200, New York County, New York",67500.0,1020000
"Census Tract 201.01, New York County, New York",87500.0,1020101
"Census Tract 201.02, New York County, New York",67500.0,1020102
"Census Tract 203, New York County, New York",37500.0,1020300
"Census Tract 205, New York County, New York",112500.0,1020500
"Census Tract 206, New York County, New York",37500.0,1020600
"Census Tract 207.01, New York County, New York",67500.0,1020701
"Census Tract 208, New York County, New York",55000.0,1020800
"Census Tract 209.01, New York County, New York",22500.0,1020901
"Census Tract 210, New York County, New York",27500.0,1021000
"Census Tract 211, New York County, New York",47500.0,1021100
"Census Tract 212, New York County, New York",55000.0,1021200
"Census Tract 213.03, New York County, New York",37500.0,1021303
"Census Tract 214, New York County, New York",55000.0,1021400
"Census Tract 215, New York County, New York",32500.0,1021500
"Census Tract 216, New York County, New York",55000.0,1021600
"Census Tract 217.03, New York County, New York",112500.0,1021703
"Census Tract 218, New York County, New York",47500.0,1021800
"Census Tract 219, New York County, New York",22500.0,1021900
"Census Tract 220, New York County, New York",55000.0,1022000
"Census Tract 221.02, New York County, New York",42500.0,1022102
"Census Tract 222, New York County, New York",37500.0,1022200
"Census Tract 223.01, New York County, New York",37500.0,1022301
"Census Tract 223.02, New York County, New York",27500.0,1022302
"Census Tract 224, New York County, New York",32500.0,1022400
"Census Tract 225, New York County, New York",47500.0,1022500
"Census Tract 226, New York County, New York",37500.0,1022600
"Census Tract 227, New York County, New York",55000.0,1022700
"Census Tract 228, New York County, New York",32500.0,1022800
"Census Tract 229, New York County, New York",42500.0,1022900
"Census Tract 230, New York County, New York",32500.0,1023000
"Census Tract 231, New York County, New York",42500.0,1023100
"Census Tract 232, New York County, New York",32500.0,1023200
"Census Tract 233, New York County, New York",55000.0,1023300
"Census Tract 234, New York County, New York",32500.0,1023400
"Census Tract 235.01, New York County, New York",37500.0,1023501
"Census Tract 235.02, New York County, New York",32500.0,1023502
"Census Tract 236, New York County, New York",37500.0,1023600
"Census Tract 237, New York County, New York",42500.0,1023700
"Census Tract 238.01, New York County, New York",87500.0,1023801
"Census Tract 238.02, New York County, New York",112500.0,1023802
"Census Tract 239, New York County, New York",32500.0,1023900
"Census Tract 240, New York County, New York",0.0,1024000
"Census Tract 241, New York County, New York",47500.0,1024100
"Census Tract 242, New York County, New York",17500.0,1024200
"Census Tract 243.01, New York County, New York",47500.0,1024301
"Census Tract 243.02, New York County, New York",17500.0,1024302
"Census Tract 245, New York County, New York",37500.0,1024500
"Census Tract 247, New York County, New York",42500.0,1024700
"Census Tract 249, New York County, New York",42500.0,1024900
"Census Tract 251, New York County, New York",32500.0,1025100
"Census Tract 253, New York County, New York",47500.0,1025300
"Census Tract 255, New York County, New York",47500.0,1025500
"Census Tract 257, New York County, New York",87500.0,1025700
"Census Tract 259, New York County, New York",55000.0,1025900
"Census Tract 261, New York County, New York",32500.0,1026100
"Census Tract 263, New York County, New York",27500.0,1026300
"Census Tract 265, New York County, New York",67500.0,1026500
"Census Tract 267, New York County, New York",37500.0,1026700
"Census Tract 269, New York County, New York",32500.0,1026900
"Census Tract 271, New York County, New York",55000.0,1027100
"Census Tract 273, New York County, New York",87500.0,1027300
"Census Tract 275, New York County, New York",87500.0,1027500
"Census Tract 277, New York County, New York",27500.0,1027700
"Census Tract 279, New York County, New York",47500.0,1027900
"Census Tract 281, New York County, New York",112500.0,1028100
"Census Tract 283, New York County, New York",55000.0,1028300
"Census Tract 285, New York County, New York",32500.0,1028500
"Census Tract 287, New York County, New York",47500.0,1028700
"Census Tract 291, New York County, New York",32500.0,1029100
"Census Tract 293, New York County, New York",32500.0,1029300
"Census Tract 295, New York County, New York",67500.0,1029500
"Census Tract 297, New York County, New York",0.0,1029700
"Census Tract 299, New York County, New York",22500.0,1029900
"Census Tract 303, New York County, New York",55000.0,1030300
"Census Tract 307, New York County, New York",67500.0,1030700
"Census Tract 309, New York County, New York",27500.0,1030900
"Census Tract 311, New York County, New York",0.0,1031100
"Census Tract 317.03, New York County, New York",175000.0,1031703
"Census Tract 317.04, New York County, New York",175000.0,1031704
"Census Tract 319, New York County, New York",0.0,1031900
"Census Tract 1, Bronx County, New York",0.0,2000100
"Census Tract 2, Bronx County, New York",67500.0,2000200
"Census Tract 4, Bronx County, New York",87500.0,2000400
"Census Tract 16, Bronx County, New York",32500.0,2001600
"Census Tract 19, Bronx County, New York",37500.0,2001900
"Census Tract 20, Bronx County, New York",17500.0,2002000
"Census Tract 23, Bronx County, New York",17500.0,2002300
"Census Tract 24, Bronx County, New York",250000.0,2002400
"Census Tract 25, Bronx County, New York",22500.0,2002500
"Census Tract 27.01, Bronx County, New York",17500.0,2002701
"Census Tract 27.02, Bronx County, New York",17500.0,2002702
"Census Tract 28, Bronx County, New York",47500.0,2002800
"Census Tract 31, Bronx County, New York",47500.0,2003100
"Census Tract 33, Bronx County, New York",22500.0,2003300
"Census Tract 35, Bronx County, New York",27500.0,2003500
"Census Tract 37, Bronx County, New York",17500.0,2003700
"Census Tract 38, Bronx County, New York",32500.0,2003800
"Census Tract 39, Bronx County, New York",27500.0,2003900
"Census Tract 40.01, Bronx County, New York",47500.0,2004001
"Census Tract 41, Bronx County, New York",17500.0,2004100
"Census Tract 42, Bronx County, New York",22500.0,2004200
"Census Tract 43, Bronx County, New York",22500.0,2004300
"Census Tract 44, Bronx County, New York",22500.0,2004400
"Census Tract 46, Bronx County, New York",42500.0,2004600
"Census Tract 48, Bronx County, New York",32500.0,2004800
"Census Tract 50.01, Bronx County, New York",27500.0,2005001
"Census Tract 50.02, Bronx County, New York",27500.0,2005002
"Census Tract 51, Bronx County, New York",17500.0,2005100
"Census Tract 52, Bronx County, New York",17500.0,2005200
"Census Tract 53, Bronx County, New York",17500.0,2005300
"Census Tract 54, Bronx County, New York",27500.0,2005400
"Census Tract 56, Bronx County, New York",17500.0,2005600
"Census Tract 59.02, Bronx County, New York",27500.0,2005902
"Census Tract 60, Bronx County, New York",37500.0,2006000
"Census Tract 61, Bronx County, New York",42500.0,2006100
"Census Tract 62, Bronx County, New York",22500.0,2006200
"Census Tract 63, Bronx County, New York",32500.0,2006300
"Census Tract 64, Bronx County, New York",27500.0,2006400
"Census Tract 65, Bronx County, New York",22500.0,2006500
"Census Tract 67, Bronx County, New York",22500.0,2006700
"Census Tract 68, Bronx County, New York",47500.0,2006800
"Census Tract 69, Bronx County, New York",27500.0,2006900
"Census Tract 70, Bronx County, New York",32500.0,2007000
"Census Tract 71, Bronx County, New York",37500.0,2007100
"Census Tract 72, Bronx County, New York",37500.0,2007200
"Census Tract 73, Bronx County, New York",17500.0,2007300
"Census Tract 74, Bronx County, New York",37500.0,2007400
"Census Tract 75, Bronx County, New York",27500.0,2007500
"Census Tract 76, Bronx County, New York",32500.0,2007600
"Census Tract 77, Bronx County, New York",32500.0,2007700
"Census Tract 78, Bronx County, New York",42500.0,2007800
"Census Tract 79, Bronx County, New York",27500.0,2007900
"Census Tract 83, Bronx County, New York",22500.0,2008300
"Census Tract 84, Bronx County, New York",67500.0,2008400
"Census Tract 85, Bronx County, New York",27500.0,2008500
"Census Tract 86, Bronx County, New York",22500.0,2008600
"Census Tract 87, Bronx County, New York",27500.0,2008700
"Census Tract 89, Bronx County, New York",27500.0,2008900
"Census Tract 90, Bronx County, New York",27500.0,2009000
"Census Tract 92, Bronx County, New York",37500.0,2009200
"Census Tract 93, Bronx County, New York",32500.0,2009300
"Census Tract 96, Bronx County, New York",47500.0,2009600
"Census Tract 98, Bronx County, New York",55000.0,2009800
"Census Tract 110, Bronx County, New York",87500.0,2011000
"Census Tract 115.02, Bronx County, New York",22500.0,2011502
"Census Tract 117, Bronx County, New York",27500.0,2011700
"Census Tract 118, Bronx County, New York",87500.0,2011800
"Census Tract 119, Bronx County, New York",22500.0,2011900
"Census Tract 121.01, Bronx County, New York",27500.0,2012101
"Census Tract 121.02, Bronx County, New York",17500.0,2012102
"Census Tract 123, Bronx County, New York",22500.0,2012300
"Census Tract 125, Bronx County, New York",27500.0,2012500
"Census Tract 127.01, Bronx County, New York",17500.0,2012701
"Census Tract 129.01, Bronx County, New York",22500.0,2012901
"Census Tract 130, Bronx County, New York",87500.0,2013000
"Census Tract 131, Bronx County, New York",27500.0,2013100
"Census Tract 132, Bronx County, New York",112500.0,2013200
"Census Tract 133, Bronx County, New York",22500.0,2013300
"Census Tract 135, Bronx County, New York",27500.0,2013500
"Census Tract 138, Bronx County, New York",67500.0,2013800
"Census Tract 141, Bronx County, New York",32500.0,2014100
"Census Tract 143, Bronx County, New York",17500.0,2014300
"Census Tract 144, Bronx County, New York",22500.0,2014400
"Census Tract 145, Bronx County, New York",22500.0,2014500
"Census Tract 147.01, Bronx County, New York",17500.0,2014701
"Census Tract 147.02, Bronx County, New York",17500.0,2014702
"Census Tract 149, Bronx County, New York",27500.0,2014900
"Census Tract 151, Bronx County, New York",32500.0,2015100
"Census Tract 152, Bronx County, New York",67500.0,2015200
"Census Tract 153, Bronx County, New York",17500.0,2015300
"Census Tract 155, Bronx County, New York",17500.0,2015500
"Census Tract 157, Bronx County, New York",32500.0,2015700
"Census Tract 158, Bronx County, New York",67500.0,2015800
"Census Tract 159, Bronx County, New York",17500.0,2015900
"Census Tract 160, Bronx County, New York",87500.0,2016000
"Census Tract 161, Bronx County, New York",17500.0,2016100
"Census Tract 162, Bronx County, New York",67500.0,2016200
"Census Tract 163, Bronx County, New York",0.0,2016300
"Census Tract 164, Bronx County, New York",67500.0,2016400
"Census Tract 165, Bronx County, New York",27500.0,2016500
"Census Tract 166, Bronx County, New York",67500.0,2016600
"Census Tract 167, Bronx County, New York",27500.0,2016700
"Census Tract 169, Bronx County, New York",25000.0,2016900
"Census Tract 171, Bronx County, New York",0.0,2017100
"Census Tract 173, Bronx County, New York",17500.0,2017300
"Census Tract 175, Bronx County, New York",27500.0,2017500
"Census Tract 177.01, Bronx County, New York",22500.0,2017701
"Census Tract 177.02, Bronx County, New York",27500.0,2017702
"Census Tract 179.01, Bronx County, New York",27500.0,2017901
"Census Tract 179.02, Bronx County, New York",17500.0,2017902
"Census Tract 181.01, Bronx County, New York",22500.0,2018101
"Census Tract 181.02, Bronx County, New York",37500.0,2018102
"Census Tract 183.01, Bronx County, New York",32500.0,2018301
"Census Tract 183.02, Bronx County, New York",27500.0,2018302
"Census Tract 184, Bronx County, New York",67500.0,2018400
"Census Tract 185, Bronx County, New York",27500.0,2018500
"Census Tract 189, Bronx County, New York",22500.0,2018900
"Census Tract 193, Bronx County, New York",22500.0,2019300
"Census Tract 194, Bronx County, New York",55000.0,2019400
"Census Tract 195, Bronx County, New York",27500.0,2019500
"Census Tract 197, Bronx County, New York",22500.0,2019700
"Census Tract 199, Bronx County, New York",32500.0,2019900
"Census Tract 200, Bronx County, New York",42500.0,2020000
"Census Tract 201, Bronx County, New York",32500.0,2020100
"Census Tract 202, Bronx County, New York",32500.0,2020200
"Census Tract 204, Bronx County, New York",42500.0,2020400
"Census Tract 205.01, Bronx County, New York",22500.0,2020501
"Census Tract 205.02, Bronx County, New York",17500.0,2020502
"Census Tract 206.01, Bronx County, New York",55000.0,2020601
"Census Tract 209, Bronx County, New York",32500.0,2020900
"Census Tract 210.01, Bronx County, New York",55000.0,2021001
"Census Tract 210.02, Bronx County, New York",55000.0,2021002
"Census Tract 211, Bronx County, New York",27500.0,2021100
"Census Tract 212, Bronx County, New York",55000.0,2021200
"Census Tract 213.01, Bronx County, New York",17500.0,2021301
"Census Tract 213.02, Bronx County, New York",32500.0,2021302
"Census Tract 215.01, Bronx County, New York",27500.0,2021501
"Census Tract 215.02, Bronx County, New York",17500.0,2021502
"Census Tract 216.01, Bronx County, New York",27500.0,2021601
"Census Tract 216.02, Bronx County, New York",42500.0,2021602
"Census Tract 217, Bronx County, New York",22500.0,2021700
"Census Tract 218, Bronx County, New York",32500.0,2021800
"Census Tract 219, Bronx County, New York",22500.0,2021900
"Census Tract 220, Bronx County, New York",27500.0,2022000
"Census Tract 221.01, Bronx County, New York",27500.0,2022101
"Census Tract 221.02, Bronx County, New York",17500.0,2022102
"Census Tract 222, Bronx County, New York",42500.0,2022200
"Census Tract 223, Bronx County, New York",22500.0,2022300
"Census Tract 224.01, Bronx County, New York",47500.0,2022401
"Census Tract 224.03, Bronx County, New York",37500.0,2022403
"Census Tract 224.04, Bronx County, New York",42500.0,2022404
"Census Tract 225, Bronx County, New York",27500.0,2022500
"Census Tract 227.01, Bronx County, New York",32500.0,2022701
"Census Tract 227.02, Bronx County, New York",22500.0,2022702
"Census Tract 227.03, Bronx County, New York",42500.0,2022703
"Census Tract 228, Bronx County, New York",55000.0,2022800
"Census Tract 229.01, Bronx County, New York",27500.0,2022901
"Census Tract 229.02, Bronx County, New York",27500.0,2022902
"Census Tract 230, Bronx County, New York",37500.0,2023000
"Census Tract 231, Bronx County, New York",27500.0,2023100
"Census Tract 232, Bronx County, New York",55000.0,2023200
"Census Tract 233.01, Bronx County, New York",22500.0,2023301
"Census Tract 233.02, Bronx County, New York",27500.0,2023302
"Census Tract 235.01, Bronx County, New York",27500.0,2023501
"Census Tract 235.02, Bronx County, New York",22500.0,2023502
"Census Tract 236, Bronx County, New York",37500.0,2023600
"Census Tract 237.02, Bronx County, New York",32500.0,2023702
"Census Tract 237.03, Bronx County, New York",27500.0,2023703
"Census Tract 237.04, Bronx County, New York",22500.0,2023704
"Census Tract 238, Bronx County, New York",47500.0,2023800
"Census Tract 239, Bronx County, New York",22500.0,2023900
"Census Tract 240, Bronx County, New York",32500.0,2024000
"Census Tract 241, Bronx County, New York",25000.0,2024100
"Census Tract 243, Bronx County, New York",17500.0,2024300
"Census Tract 244, Bronx County, New York",55000.0,2024400
"Census Tract 245.01, Bronx County, New York",22500.0,2024501
"Census Tract 245.02, Bronx County, New York",27500.0,2024502
"Census Tract 246, Bronx County, New York",67500.0,2024600
"Census Tract 247, Bronx County, New York",42500.0,2024700
"Census Tract 248, Bronx County, New York",67500.0,2024800
"Census Tract 249, Bronx County, New York",0.0,2024900
"Census Tract 250, Bronx County, New York",67500.0,2025000
"Census Tract 251, Bronx County, New York",27500.0,2025100
"Census Tract 252, Bronx County, New York",55000.0,2025200
"Census Tract 253, Bronx County, New York",27500.0,2025300
"Census Tract 254, Bronx County, New York",55000.0,2025400
"Census Tract 255, Bronx County, New York",27500.0,2025500
"Census Tract 256, Bronx County, New York",42500.0,2025600
"Census Tract 257, Bronx County, New York",27500.0,2025700
"Census Tract 261, Bronx County, New York",67500.0,2026100
"Census Tract 263, Bronx County, New York",27500.0,2026300
"Census Tract 264, Bronx County, New York",67500.0,2026400
"Census Tract 265, Bronx County, New York",27500.0,2026500
"Census Tract 266.01, Bronx County, New York",55000.0,2026601
"Census Tract 266.02, Bronx County, New York",42500.0,2026602
"Census Tract 267.01, Bronx County, New York",27500.0,2026701
"Census Tract 267.02, Bronx County, New York",37500.0,2026702
"Census Tract 269, Bronx County, New York",37500.0,2026900
"Census Tract 273, Bronx County, New York",37500.0,2027300
"Census Tract 274.01, Bronx County, New York",87500.0,2027401
"Census Tract 274.02, Bronx County, New York",67500.0,2027402
"Census Tract 276, Bronx County, New York",61250.0,2027600
"Census Tract 277, Bronx County, New York",32500.0,2027700
"Census Tract 279, Bronx County, New York",55000.0,2027900
"Census Tract 281, Bronx County, New York",67500.0,2028100
"Census Tract 283, Bronx County, New York",22500.0,2028300
"Census Tract 284, Bronx County, New York",87500.0,2028400
"Census Tract 285, Bronx County, New York",55000.0,2028500
"Census Tract 286, Bronx County, New York",67500.0,2028600
"Census Tract 287, Bronx County, New York",55000.0,2028700
"Census Tract 288, Bronx County, New York",112500.0,2028800
"Census Tract 289, Bronx County, New York",47500.0,2028900
"Census Tract 293.01, Bronx County, New York",112500.0,2029301
"Census Tract 293.02, Bronx County, New York",87500.0,2029302
"Census Tract 295, Bronx County, New York",112500.0,2029500
"Census Tract 296, Bronx County, New York",55000.0,2029600
"Census Tract 297, Bronx County, New York",87500.0,2029700
"Census Tract 300, Bronx County, New York",55000.0,2030000
"Census Tract 301, Bronx County, New York",87500.0,2030100
"Census Tract 302, Bronx County, New York",55000.0,2030200
"Census Tract 307.01, Bronx County, New York",87500.0,2030701
"Census Tract 309, Bronx County, New York",112500.0,2030900
"Census Tract 310, Bronx County, New York",87500.0,2031000
"Census Tract 312, Bronx County, New York",67500.0,2031200
"Census Tract 314, Bronx County, New York",87500.0,2031400
"Census Tract 316, Bronx County, New York",67500.0,2031600
"Census Tract 318, Bronx County, New York",67500.0,2031800
"Census Tract 319, Bronx County, New York",0.0,2031900
"Census Tract 323, Bronx County, New York",87500.0,2032300
"Census Tract 324, Bronx County, New York",27500.0,2032400
"Census Tract 326, Bronx County, New York",55000.0,2032600
"Census Tract 328, Bronx County, New York",27500.0,2032800
"Census Tract 330, Bronx County, New York",37500.0,2033000
"Census Tract 332.01, Bronx County, New York",42500.0,2033201
"Census Tract 332.02, Bronx County, New York",42500.0,2033202
"Census Tract 334, Bronx County, New York",47500.0,2033400
"Census Tract 335, Bronx County, New York",87500.0,2033500
"Census Tract 336, Bronx County, New York",32500.0,2033600
"Census Tract 337, Bronx County, New York",87500.0,2033700
"Census Tract 338, Bronx County, New York",42500.0,2033800
"Census Tract 340, Bronx County, New York",37500.0,2034000
"Census Tract 342, Bronx County, New York",47500.0,2034200
